number,law,method,stage,object,customer,price_rub,posted,region
0372100041326000359,44-ФЗ,Открытый конкурс в электронной форме,Определение поставщика завершено,"Выполнение работ по текущему ремонту - замене оконных блоков в отделе медицинского оборудован ия учебн о-хозяйственного корпуса, по адресу: г. Санкт-Петербург, ул. Литовская, д.2, литера Е в 2026 году","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДИАТРИЧЕСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",351532.22,05.05.2026,Санкт-Петербург
0335100016126000086,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка Лабораторного комплекса «Материаловедение и технические измерения»,"ОБОСОБЛЕННОЕ СТРУКТУРНОЕ ПОДРАЗДЕЛЕНИЕ БАЛТИЙСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ РЫБОПРОМЫСЛОВОГО ФЛОТА ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЛИНИНГРАДСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""",6271580.0,14.05.2026,Не определён
0372200162826000024,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка учебн о-демонстрационного оборудован ия для нужд СПБ ГБУ «Дом Молодёжи Приморского района» в 2026,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОМ МОЛОДЁЖИ ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",1052805.39,18.05.2026,Санкт-Петербург
0365100014826000278,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Оборудование для лечебной, учебн ой и научной деятельности: поставка учебн ого пособия","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",1569333.7,13.05.2026,Не определён
0356100024926000022,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Поставка учебн ого оборудован ия (Лабораторная установка ""Пневмопривод и пневмоавтоматика"") в рамках федерального проекта «Профессионалитет»","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПЕРМСКИЙ НЕФТЯНОЙ КОЛЛЕДЖ""",2191033.33,13.05.2026,Не определён
0356100024926000023,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Поставка учебн ого оборудован ия (Лабораторная установка ""Пневмопривод и пневмоавтоматика"") в рамках федерального проекта «Профессионалитет»","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПЕРМСКИЙ НЕФТЯНОЙ КОЛЛЕДЖ""",2191033.33,13.05.2026,Не определён
32616044414,223-ФЗ,Иной способ,Закупка отменена,Поставка оборудован ия ( учебное ) для оснащения кабинета физики,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1""",550000.0,26.05.2026,Не определён
0334100003326000012,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Поставка комплекта учебн ого оборудован ия ""Ветроэнергетическая система на базе синхронного генератора""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРАТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",507000.0,15.05.2026,Не определён
0372200230326000024,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Оборудован ия для оснащения учебн ых кабинетов Физики, ИЗО, Музыки",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 12 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ АНГЛИЙСКОГО ЯЗЫКА ВАСИЛЕОСТРОВСКОГО  РАЙОНА САНКТ-ПЕТЕРБУРГА,609117.87,12.05.2026,Санкт-Петербург
32616041096,223-ФЗ,"Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Закупка завершена,Поставка учебн ого оборудован ия (снегоотбрасыватель),"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СТАЦИОНАРНОГО СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""КАМЕНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""",299666.67,25.05.2026,Новосибирской
32616041814,223-ФЗ,"Закупка у единственного поставщика (подрядчика, исполнителя) (до 01.07.18)",Закупка завершена,поставка учебн ого оборудован ия,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МАГНИТОГОРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Г.И. НОСОВА""",444800.0,25.05.2026,Не определён
32616041690,223-ФЗ,"Закупка у единственного поставщика (подрядчика, исполнителя) (до 01.07.18)",Закупка отменена,Поставка учебн ого оборудован ия,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МАГНИТОГОРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Г.И. НОСОВА""",1428000.0,25.05.2026,Не определён
0711200002726000012,44-ФЗ,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона №",Определение поставщика завершено,,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ МИНИСТЕРСТВА ТРУДА, ЗАНЯТОСТИ И СОЦИАЛЬНОЙ ЗАЩИТЫ РЕСПУБЛИКИ ТАТАРСТАН В ЛАИШЕВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ""",290000.0,25.05.2026,Татарстан
0372200044026000049,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка оборудован ия для учебн ой лаборатории «Мастерская цифровой печати» (плоттер),"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СЕСТРОРЕЦКИЙ ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ С.И. МОСИНА""",528466.2,13.05.2026,Санкт-Петербург
32616039977,223-ФЗ,Иной способ,Закупка завершена,"Поставка инструмента и оборудован ия для проведения лабораторно-практических работ и учебн ой практики по специальности 23.02.04 «Техническая эксплуатация подъёмно-транспортных, строительных, дорожных машин и оборудован ия (по отраслям)» и профессии 23.01.06 «Машинист дорожных и строительных машин»","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""НОВОСИБИРСКИЙ КОЛЛЕДЖ АВТОСЕРВИСА И ДОРОЖНОГО ХОЗЯЙСТВА""",98540.0,25.05.2026,Новосибирской
0372200289126000033,44-ФЗ,Запрос котировок в электронной форме,Определение поставщика завершено,Оказание услуг по проведению инструментальных измерений и лабораторных исследований по программам производственного контроля ГБНОУ «Академия талантов» в 2026 году,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НЕТИПОВОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКАДЕМИЯ ТАЛАНТОВ"" САНКТ-ПЕТЕРБУРГА",329083.21,13.05.2026,Санкт-Петербург
